tt.term_brand,tt.term_mdl_code,tt.os,tt.model,tt.price,name
华为,VOG-L29,android,P30 pro,3958,
华为,VRD-AL09,android,华为平板M6,NULL,
小米科技,2015112,android,红米Note 3,850,
小米科技,M1804C3DC,android,红米 6A,764,
小米科技,M1810E5GG,android,红米Y3,NULL,
小米科技,M1902F1A,android,小米 9,NULL,
欧珀,CPH1909,android,A5s,NULL,
欧珀,PDPT00,android,Reno 4,3149,
步步高,V2158A,android,Vivo S12,1099,
苹果,A2355,,NULL,NULL,
苹果,A2855,,NULL,NULL,
苹果,A2882,,NULL,NULL,
苹果,A3101,,NULL,NULL,
苹果,A3106,,NULL,NULL,
苹果,iPhone 5C A1507,NULL,NULL,NULL,
苹果,iPhone 5C A1516,NULL,NULL,NULL,
苹果,iPhone 8 Plus A1898,ios,iPhone 8 Plus ,NULL,
荣耀,H30-C00,android,荣耀3C,840,
荣耀,H30-L01,android,荣耀3C,840,
荣耀,NTN-AN20,android,荣耀Magic,2066,
三星,GT-I959,NULL,NULL,NULL,
三星,I739,NULL,NULL,NULL,
三星,I897,NULL,NULL,NULL,
三星,S5628i,NULL,NULL,NULL,
三星,SM-A515F/DSN,android,Galaxy A51,2299,
三星,SM-G6000,android,Galaxy On7,NULL,
三星,SM-N9150,android,Galaxy Note EDGE,NULL,
三星,SM-N915S,android,Galaxy Note EDGE,NULL,
华为,CLT-AL00l,NULL,NULL,NULL,
华为,MON-AL19,android,华为平板C5,NULL,
华为,U8825D,android,G500 Pro（闪耀）,NULL,
小米科技,24031PN0DC,,NULL,NULL,
小米科技,M1808D2TE,android,小米 8,NULL,
欧珀,F1f,NULL,NULL,NULL,
欧珀,OPPO A37,android,A37,NULL,
欧珀,OPPO A73,android,A73,NULL,
欧珀,PGT110,android,OPPO Find N2,6466,
步步高,V1813BA,android,Z3,NULL,
步步高,V1818CA,android,Y93S,NULL,
步步高,V2059A,android,步步高 V206,3266,
步步高,V2312A,android,Huawei Ascend Y600,1399,
步步高,vivo X6SPlus D,android,X6S Plus,NULL,
苹果,A2108,ios,iPhone 11,3599,
荣耀,BLN-AL40,android,荣耀畅玩6X,NULL,
荣耀,HUAWEI G750-T00,android,荣耀3X,NULL,
realme,RMX3031,android,Realme V13,NULL,
realme,RMX3616,android,Realme 10s,NULL,
realme,RMX3618,android,Realme V30,NULL,
三星,E2100C,android,其他,NULL,
三星,GT-B5510,android,其他,NULL,
三星,GT-S3778,android,其他,NULL,
华为,HUAWEI T261L,NULL,NULL,NULL,
华为,JSC-TN00,android,华为Nova 8 SE,2949,
小米科技,22041211AC,android,Redmi K50 Pro 游戏版,NULL,
小米科技,HMNote8M1908C3JE,android,iPhone XS MAX ,NULL,
欧珀,CPH1609,android,Find 3,NULL,
欧珀,CPH1613,android,Find 3,NULL,
欧珀,OPPO A109K,NULL,NULL,NULL,
欧珀,PCHM00,android,A11,1499,
步步高,V2162A,android,Vivo S12Pro,2666,
苹果,A1675,,NULL,NULL,
荣耀,CHM-CL00,android,荣耀畅玩4C,NULL,
荣耀,JLH-AN00,android,荣耀 50 SE,2352,
三星,B3410,NULL,NULL,NULL,
三星,GT-E1220i,NULL,NULL,NULL,
三星,GT-I9268,android,Galaxy Premier,NULL,
三星,GT-S5570,android,S5570,NULL,
三星,SGH-S300,android,其他,NULL,
三星,SGH-S508,android,其他,NULL,
三星,SGH-T408,android,其他,NULL,
三星,SGH-U308,android,其他,NULL,
三星,SGH-U808,android,其他,NULL,
三星,SM-A3360/DSN,,NULL,NULL,
三星,SM-G9009W,android,Galaxy S5,NULL,
三星,SM-J700M,android,Galaxy J7,NULL,
三星,SM-J7108,android,Galaxy J7,NULL,
三星,SM-N9700,android,Galaxy Note 10,NULL,
华为,GTM900-C,android,其他,NULL,
华为,HBN-AL00,,NULL,NULL,
华为,HUAWEI MLA-TL10,android,G9 Plus,NULL,
华为,HUAWEI T61,NULL,NULL,NULL,
华为,JSC-AL50,android,华为nova8 SE,2949,
华为,TET-AN00,android,Mate X2,18166,
小米科技,22041216UC,android,Redmi note11t Pro+,2299,
小米科技,MCE16,android,小米6,NULL,
欧珀,CPH2179,,NULL,NULL,
欧珀,CPH2219,,NULL,NULL,
欧珀,CPH2237,,NULL,NULL,
欧珀,CPH2359,,NULL,NULL,
欧珀,CPH2471,,NULL,NULL,
苹果,iPhone 6S A1688,ios,Y50,NULL,
荣耀,JSN-AL00,android,荣耀8X,NULL,
荣耀,NEM-AL10,android,荣耀畅玩5C,NULL,
荣耀,REA-NX9,,NULL,NULL,
三星,GT-I6320C,android,其他,NULL,
三星,SM-G3815,android,Galaxy Express 2,NULL,
三星,SM-G9880,android,Galaxy S20 Ultra,9544,
三星,SM-G988N,android,Galaxy S20 Ultra,9544,
华为,CLT-TL00,android,P20 Pro,NULL,
华为,HUAWEI Y300-0100,NULL,NULL,NULL,
华为,NOH-AN00,android,Nova 7,6839,
华为,U8660,android,华为U8661,NULL,
欧珀,OPPO A115,NULL,NULL,NULL,
欧珀,OPPO A33c,NULL,NULL,NULL,
欧珀,OPPO A520,NULL,NULL,NULL,
欧珀,OPPO A59t,NULL,NULL,NULL,
欧珀,OPPO A85,NULL,NULL,NULL,
欧珀,PBCT00,android,K1,1099,
步步高,V2057,NULL,NULL,NULL,
步步高,V2124,,NULL,NULL,
步步高,V2142,,NULL,NULL,
步步高,V2246,,NULL,NULL,
步步高,V2327,NULL,NULL,NULL,
步步高,V2353A,android,iQOO Z8,NULL,
苹果,A2884,ios,iPhone 14 pro,7199,
荣耀,CDY-AN90,android,荣耀30S,2482,
荣耀,CDY-AN95,android,荣耀30S,2482,
三星,GT-S3970,android,S3970,NULL,
华为,ELS-AN10,android,P40 Pro,6621,
华为,WS5102,NULL,NULL,NULL,
步步高,V1922T,android,Nex 3,2989,
步步高,V2055A,android,Vivo X60 Pro Plus,2749,
步步高,V2364A,android,Y15,NULL,
步步高,vivo X7,android,X7,NULL,
苹果,A1954,ios,Apple Watch3,NULL,
苹果,iPhone 7 A1779,ios,iPhone X ,NULL,
荣耀,PE-TL20,android,荣耀6 Plus,NULL,
荣耀,REP-AN00,android,其他,3599,
荣耀,TEL-AN00,android,Mate 20 X,1999,
三星,I8750,android,ATIV S,NULL,
三星,M8910U,NULL,NULL,NULL,
三星,SGH-I997,android,Galaxy S,NULL,
三星,SHV-E470S,android,Galaxy S4,1235,
三星,SM-G532G/DS,android,Galaxy Grand Prime,NULL,
三星,SM-N986U1,android,Samsung Galaxy Note20 Ultra 5G,7199,
华为,ADA-AL10U,NULL,NULL,NULL,
华为,F516,android,其他,NULL,
华为,F561,android,其他,NULL,
华为,F566,android,其他,NULL,
小米科技,2107119DC,android,小米 CC11,NULL,
欧珀,PJD110,,NULL,NULL,
步步高,I88,android,其他,NULL,
步步高,V1914A,android,IQOO pro,1798,
步步高,V1921A,android,IQOO pro,NULL,
步步高,V1938CT,android,X30,NULL,
步步高,X3L,android,其他,NULL,
苹果,iPhone XR (A2106),ios,iPhone X ,3599,
荣耀,NTH-NX9,,NULL,NULL,
三星,E1075L,NULL,NULL,NULL,
三星,E1080i,NULL,NULL,NULL,
三星,E1088C,NULL,NULL,NULL,
三星,GT-C5180,android,其他,NULL,
三星,I5508,NULL,NULL,NULL,
三星,SGH-N628,android,其他,NULL,
三星,SGH-P518,android,其他,NULL,
三星,SGH-Z548,NULL,NULL,NULL,
华为,BRQ-AL00,android,华为 Nova 8 Pro,4039,
华为,HUAWEI W2-T01,android,其他,NULL,
华为,MDS-AL00,,NULL,NULL,
华为,PAR-LX9,android,Nova 3,NULL,
小米科技,22011211C,android,Redmi K50 Pro,3474,
欧珀,D103,NULL,NULL,NULL,
欧珀,OPPO N5111,NULL,NULL,NULL,
欧珀,PAHM00,android,OPPO Find X,NULL,
步步高,BBK V207,NULL,NULL,NULL,
步步高,BBK i288B,NULL,NULL,NULL,
步步高,V2270A,android,VIVO Y78+,1799,
荣耀,Che1-CL20,android,荣耀畅玩4X,NULL,
荣耀,PRA-AL00X,android,其他,NULL,
三星,GT-B5722C,android,其他,NULL,
三星,GT-I8262D,android,Galaxy Style Duos,NULL,
三星,GT-S3930C,android,其他,NULL,
三星,SCH-W109,android,其他,NULL,
三星,SCH-W159,android,其他,NULL,
三星,SCH-W299,android,其他,NULL,
三星,SCH-W320,android,其他,NULL,
三星,SCH-W569,android,其他,NULL,
三星,SCH-W799,android,其他,NULL,
三星,SGH-C620c,NULL,NULL,NULL,
三星,SHV-E300K,android,Galaxy S4,1235,
三星,SM-C9000,android,Galaxy C9 Pro,NULL,
三星,SM-G975U,android,其他,NULL,
华为,ANE-LX2,android,Nova 3e,NULL,
华为,F560 VB,NULL,NULL,NULL,
华为,HMA-AL00,android,Mate 9,2599,
华为,HUAWEI CAZ-TL20,android,nova,988,
华为,HUAWEI GRA-UL10,android,P8,NULL,
华为,HUAWEI SCL-L01,NULL,NULL,NULL,
小米科技,HMK20M1903F10A,android,荣耀200 Pro,2765,
小米科技,Xiaomi MI2,NULL,NULL,NULL,
欧珀,CPH1941,android,A9(2020),NULL,
步步高,555,android,其他,NULL,
步步高,BBK vivo S9,android,S9,2966,
步步高,V2134A,android,iQOO 8,4524,
步步高,V2303A,,NULL,NULL,
步步高,V2344A,,NULL,NULL,
步步高,V2362A,NULL,NULL,NULL,
苹果,A2644,ios,iPhone SE ,9918,
荣耀,BKL-TL10,android,荣耀V10,NULL,
荣耀,HRY-AL00T,android,荣耀10 青春版,NULL,
荣耀,KSA-TL00,android,荣耀畅玩8,798,
荣耀,LRA-AL00,android,荣耀20 青春版,1462,
三星,G3502U,android,GALAXY Trend 3,NULL,
三星,GT-C3230,android,其他,NULL,
三星,GT-C3500,android,其他,NULL,
三星,GT-C3528,android,其他,NULL,
三星,I9105P,android,GALAXY S2 Plus ,NULL,
三星,P1000,android,其他,NULL,
三星,SGH-L700,android,其他,NULL,
三星,SGH-M600,android,其他,NULL,
三星,SGH-X670,NULL,NULL,NULL,
三星,SM-S918B/DS,,NULL,NULL,
华为,FLA-TL00,android,华为 Y9,NULL,
华为,FRI-AN00,android,荣耀MagicVs,8166,
华为,MED-AL20,android,P30 Lite,1099,
华为,NCE-TL10,android,Nova 10,NULL,
华为,Y320-U01,android,Y321,NULL,
小米科技,2014502,android,红米2A,NULL,
小米科技,22101316UC,android,Redmi Note 12 Pro,1924,
小米科技,M2007J17C,android,其他,1799,
欧珀,OPPO R11 Plusk,android,R11 Plus,NULL,
欧珀,PDVM00,android,A32,1232,
欧珀,PFEM10,android,OPPO FindX5Pro12,6366,
步步高,K036+,NULL,NULL,NULL,
荣耀,TSH-AN20,NULL,NULL,NULL,
三星,E2600,android,其他,NULL,
三星,GT-I9502,android,Galaxy S4,1235,
三星,GT-N7100,android,Galaxy Note II,1600,
三星,GT-N7105,android,Galaxy Note II,1600,
三星,GT-S3650C,android,其他,NULL,
三星,GT-S3778V,android,其他,NULL,
三星,S8300C,android,其他,NULL,
三星,SGH-I326N,android,Galaxy S4,NULL,
三星,SM-G9650/DS,android,Galaxy S9+,NULL,
三星,SM-T231,android,Galaxy Tab 4,NULL,
华为,AGT-AN00,android,荣耀80 GT,3399,
华为,B199,android,其他,NULL,
华为,DUB-AL00,android,畅享9,NULL,
华为,ELE-TL00,android,P30,NULL,
华为,HUAWEI T2251+,NULL,NULL,NULL,
华为,HUAWEI TIT-TL00,android,畅享5,NULL,
华为,LIO-AN00,android,Mate30 pro,6395,
华为,U8220,android,其他,NULL,
华为,U8836D,android,其他,NULL,
小米科技,23021RAAEG,,NULL,NULL,
小米科技,M1804D2SG,android,小米6X,NULL,
小米科技,M1810F6LT,android,魅蓝8,NULL,
小米科技,M2006J10C,android,红米K30 Ultra,NULL,
小米科技,M2104K10AC,android,其他,1799,
欧珀,PCAT10,android,Find 11 pro,NULL,
欧珀,PDEM30,android,Find X2 Pro,NULL,
苹果,A2407,ios,iPhone 12 Pro,6833,
苹果,A2987,ios,iPhone 6S ,NULL,
荣耀,ATH-UL00,android,荣耀7i,NULL,
荣耀,ELI-AN00,android,iPhone XR ,NULL,
荣耀,TEL-AN00a,NULL,NULL,NULL,
三星,GT-S7562,android,Galaxy Trend Duos,NULL,
三星,SGH-I770,android,其他,NULL,
三星,SM-F907N,android,Galaxy Z Fold2,8879,
三星,SM-F926U,,NULL,NULL,
三星,SM-J700F/DS,android,Galaxy J7,NULL,
华为,ANA-AN00,android,P40,4413,
华为,ANP-AN00,android,华为 荣耀80  pro,NULL,
华为,E8372h-820,NULL,NULL,NULL,
华为,HWI-TL00,android,Nova 2S,NULL,
华为,M3801,NULL,NULL,NULL,
华为,PIC-TL00,android,其他,NULL,
小米科技,2014017,android,红米Note,NULL,
小米科技,2014021,android,红米Note,NULL,
小米科技,2014616,android,红米Note,NULL,
小米科技,22101320C,android,Redmi Note 12 Pro 5G,1924,
小米科技,MDG6S,android,其他,NULL,
欧珀,OPPO R811,android,其他,NULL,
欧珀,PDET10,android,Find X2,4499,
欧珀,PDKM00,android,A92s,2032,
欧珀,PHJ110,android,一加Ace2,1699,
步步高,vivo X21UD,android,X21,NULL,
步步高,vivo X7L,android,X7 Plus,NULL,
步步高,vivo X9s Plus,android,X9s Plus,NULL,
步步高,vivo Y13iL,android,Y13,799,
苹果,A2160,ios,IPhone 11 Pro Max,5033,
荣耀,FRD-AL00,android,荣耀8,NULL,
荣耀,NTH-AN00,android,其他,3032,
realme,RMX3770,android,realme GT Neo 6,1966,
三星,GT-C3300K,android,其他,NULL,
三星,GT-N7005,NULL,NULL,NULL,
三星,GT-S7500,android,GALAXY Ace Plus,NULL,
三星,S3600C,android,其他,NULL,
三星,S3600H,android,其他,NULL,
三星,S7530,android,OMNIA M,NULL,
三星,SM-C5010,android,Galaxy C5 Pro,NULL,
三星,SM-G5510,android,其他,NULL,
三星,SM-G955U1,android,Galaxy S8+,3288,
三星,SM-G9738,android,Samsung Galaxy S10,NULL,
三星,W689,android,其他,NULL,
华为,CDY-AN00,android,Nova 7 SE,2599,
华为,CHL-AL60,android,华为 Nova 8 SE 活力版,1899,
华为,E187-6,NULL,NULL,NULL,
华为,H1511,android,6P,NULL,
华为,HMA-L29,android,Mate20,NULL,
华为,HUAWEI Ascend G6,NULL,NULL,NULL,
华为,HUAWEI S660,android,NULL,NULL,
华为,PRA-LX1,android,荣耀8 青春版,NULL,
小米科技,MDE5S,android,小米 MaX2,NULL,
步步高,V2229A,android, VIVO Y35,10499,
步步高,X3S W,NULL,NULL,NULL,
步步高,vivo Y13,android,Y13,799,
荣耀,COR-AL10,android,荣耀Play,NULL,
三星,GT-S7898I,android,Galaxy Trend II,NULL,
三星,SCH-I939I,android,Galaxy S4,NULL,
三星,SGH-F700V,android,其他,NULL,
三星,SGH-G618,android,其他,NULL,
三星,SGH-I607,android,其他,NULL,
三星,SGH-I616,android,其他,NULL,
三星,SGH-S100,NULL,NULL,NULL,
三星,SGH-T209,android,三星T219,NULL,
三星,SGH-T500,NULL,NULL,NULL,
三星,SGH-T889,NULL,NULL,NULL,
三星,SM-G9810,android,Galaxy S20,5999,
三星,SM-G981N,android,Galaxy S20,5999,
三星,W2013,android,其他,NULL,
华为,ALP-TL00,android,Mate 10,NULL,
华为,F501 VERB,android,其他,NULL,
华为,INE-AL00,android,Nova 3i,NULL,
小米科技,23013RK75C,android,Redmi K60,3099,
欧珀,CPH1951,android,Reno2 Z,NULL,
欧珀,PKA110,NULL,NULL,NULL,
欧珀,U705W,android,其他,1998,
步步高,V2178A,android,其他,9499,
荣耀,PLK-TL01H,android,荣耀7,NULL,
荣耀,华为荣耀3C(联通版),NULL,NULL,NULL,
realme,RMX3700,android,Realme GT Neo5,2274,
三星,C3300K,android,其他,NULL,
三星,GT-C3050C,android,其他,NULL,
三星,M8800C,android,Samsung M8800 Pixon,NULL,
三星,SGH-L708E,android,其他,NULL,
华为,HUAWEI G520-5000,android,G520,NULL,
华为,HW-SCL-L32,,NULL,NULL,
华为,MNA-LX9,,NULL,NULL,
华为,U2800,android,其他,NULL,
华为,U3200,android,其他,NULL,
华为,WAS-LX2J,android,Nova 3,NULL,
小米科技,23046PNC9C,android,小米Civi 3,2732,
小米科技,M2004J7BC,android,红米10X Pro,1324,
欧珀,OPPO R801,android,R801T,NULL,
欧珀,OPPO U701,android,U701,NULL,
欧珀,PAFM00,android,Find X,NULL,
欧珀,PJU110,android,其他,1799,
欧珀,U539,android,其他,NULL,
步步高,V2049A,android,步步高 V206,3465,
步步高,vivo X520F,NULL,NULL,NULL,
步步高,vivo X5V,android,其他,NULL,
步步高,vivo Y11,android,其他,NULL,
步步高,vivo Y613F,android,Y628,NULL,
苹果,A3104,IOS,其他,10249,
荣耀,TNY-TL00,android,其他,NULL,
三星,GT-I9300,android,Galaxy S3,NULL,
三星,GT-I9305,android,Galaxy S3,NULL,
三星,SGH-E218,android,其他,NULL,
三星,SGH-E308,android,其他,NULL,
三星,SGH-E358,android,其他,NULL,
三星,SGH-E498,android,其他,NULL,
三星,SGH-E628,android,其他,NULL,
三星,SGH-E736,android,其他,NULL,
三星,SGH-E740,android,其他,NULL,
三星,SGH-E768,android,其他,NULL,
三星,SGH-E808,android,其他,NULL,
三星,SGH-F258,android,其他,NULL,
三星,SGH-F488,android,其他,NULL,
三星,SGH-P107,NULL,NULL,NULL,
三星,SM-R9150,,NULL,NULL,
三星,SM-R9650,,NULL,NULL,
三星,SM-S9160,android,三星Galaxy S23 Ultra,6873,
华为,HUAWEI T710,NULL,NULL,NULL,
华为,Huawei OptiXstar V173-50,NULL,NULL,NULL,
华为,U8812D,android,G300,NULL,
欧珀,OW19W2,android,OPPO Watch,NULL,
欧珀,PCKM80,android,其他,NULL,
欧珀,PEAT00,android,OPPO A72,2349,
步步高,V2148A,android,其他,1999,
步步高,vivo Y71A,android,VIVO Y73,NULL,
苹果,A2858,ios,watch s8,NULL,
苹果,Iphone 4,NULL,NULL,NULL,
苹果,iPhone 13 Pro Max (A2643),ios,iPhone 7,9918,
苹果,iPhone XR (A1984),ios,iPhone X,3599,
荣耀,OXP-AN00,android,其他,NULL,
realme,RMX3300,android,REALME GT2,4124,
三星,GT-I9118,android,Galaxy Grand,NULL,
三星,SGH-E788e,NULL,NULL,NULL,
三星,SGH-N100,android,Galaxy S4,NULL,
三星,SM-G986B/DS,android,Galaxy S20+,8023,
三星,SM-G986U,android,Galaxy S20 plus,8023,
三星,SM-N750,android,Galaxy Note 3,NULL,
华为,CLT-L0J,android,P20 Pro,NULL,
华为,CLT-L29,android,P20 Pro,NULL,
华为,MAR-AL00,android,Nova4e,NULL,
华为,SNE-AL00,android,Mate 20 lite,NULL,
华为,U1300,android,其他,NULL,
小米科技,21091116AG,,NULL,NULL,
小米科技,21091116UG,,NULL,NULL,
小米科技,M1910F4E,android,小米Note10,NULL,
欧珀,PACM00,android,R15,NULL,
欧珀,PCLM10,android,Reno3,NULL,
欧珀,PGFM10,android,OPPO K10X,4749,
欧珀,U530,android,OPPO U539,NULL,
步步高,I508+,android,其他,NULL,
步步高,vivo S7i(t),android,其他,NULL,
苹果,A2893,ios,iPhone 14 Pro Max (CA/MX/JP/SA),NULL,
荣耀,ALT-AN00,NULL,NULL,NULL,
荣耀,BVL-AN00,,NULL,NULL,
荣耀,CRT-AN00,android,HONOR X50I,1599,
荣耀,RMO-NX1,,NULL,NULL,
realme,RMX1811,android,Realme 3,NULL,
realme,RMX2173,android,Realme X7,1699,
realme,RMX3706,android,Realme GT Neo 5 240W,NULL,
三星,SGH-B300,android,其他,NULL,
三星,SGH-B508,android,其他,NULL,
三星,SGH-C160,android,其他,NULL,
三星,SGH-C188,android,其他,NULL,
三星,SGH-C278,android,其他,NULL,
三星,SGH-C458,android,其他,NULL,
三星,SGH-C520,android,其他,NULL,
三星,SGH-CC03,android,其他,NULL,
三星,SGH-D510,android,其他,NULL,
三星,SGH-D808,android,其他,NULL,
三星,SGH-D880,android,其他,NULL,
三星,SGH-E878,android,三星 Anycall,NULL,
三星,SGH-U908E,android,Samsung SGH-V100,NULL,
三星,SM-G891A,android,Galaxy S7,NULL,
三星,SM-G900L,android,Galaxy S5,NULL,
三星,SM-G906K,android,Galaxy S5,NULL,
三星,SM-G9200,android,Galaxy S6,NULL,
三星,SM-G920I,android,Galaxy S6,NULL,
三星,SM-G920S,android,Galaxy S6,NULL,
三星,SM-G9250,android,Galaxy S6,NULL,
三星,SM-G925I,android,Galaxy S6,NULL,
三星,SM-G925S,android,Galaxy S6,NULL,
三星,SM-G9308,android,Galaxy S7,NULL,
三星,SM-G930L,android,Galaxy S7,NULL,
三星,SM-G930V,android,Galaxy S7,NULL,
三星,SM-G935L,android,Galaxy S7,NULL,
三星,SM-G935V,android,Galaxy S7,NULL,
三星,SM-G9500,android,Galaxy S8,NULL,
三星,SM-G950N,android,Galaxy S8,NULL,
华为,C8813Q,android,其他,NULL,
华为,C8816D,android,其他,NULL,
华为,C8825D,android,其他,NULL,
华为,CDY-NX9A,android,Huawei P40 Lite 5G,NULL,
华为,HBN-AL80,android,Xiaomi Civi 4 Pro,NULL,
华为,HUAWEI G521-L176,android,华为 其他,NULL,
小米科技,2106118C,android,小米 Mix 4,4999,
小米科技,M1805D1SC,android,红米6 Pro,NULL,
欧珀,OW20W1,,NULL,NULL,
欧珀,PGW110,android,OPPO Reno 9 Pro,NULL,
步步高,BBK K118,NULL,NULL,NULL,
步步高,BBK K302,NULL,NULL,NULL,
苹果,iPhone 8 A1905,ios,iPhone 6S Plus ,NULL,
荣耀,HRY-TL00T,android,荣耀20i,NULL,
荣耀,LLD-AL10,android,荣耀9 青春版,NULL,
三星,GT-B7722I,android,其他,NULL,
三星,GT-I8180C,android,其他,NULL,
三星,N900,android,其他,NULL,
三星,S8000,android,其他,NULL,
三星,SCV36,,NULL,NULL,
三星,SGH-E570V,NULL,NULL,NULL,
三星,SGH-M628,android,Galaxy S4,NULL,
三星,SM-A7009,android,Galaxy A7,NULL,
三星,SM-A7108,android,Galaxy A7,NULL,
华为,LYA-L29,android,其他,NULL,
华为,PAR-TL00,android,Nova 3,NULL,
华为,SPN-AL00,android,mate 30 lite,NULL,
华为,WKG-AN00,android,畅享20,1799,
小米科技,2015021,android,红米Note 2,NULL,
小米科技,2015611,android,红米Note 2,NULL,
小米科技,2016050,android,红米Note 4,NULL,
小米科技,23049RAD8C,android,Redmi Note 12 Turbo,2159,
欧珀,1107,android,1107,NULL,
欧珀,OWW211,,NULL,NULL,
欧珀,PCNM00,android,K5,NULL,
欧珀,PEHM00,android,Oppo A93,1749,
步步高,I710,NULL,NULL,NULL,
步步高,V2361GA,NULL,NULL,NULL,
苹果,A2400,ios,iPhone 12 ,3666,
荣耀,JDY-AN00,,NULL,NULL,
荣耀,JSN-TL00,android,荣耀8X,NULL,
荣耀,LND-TL40,android,畅玩7C,NULL,
realme,RMX1901,android,realme X,NULL,
realme,RMX2025,android,realme X50,2749,
realme,RMX2072,android,其他,NULL,
三星,GT-I9100,android,Galaxy SII,1450,
三星,SGH-A288,android,其他,NULL,
三星,SGH-A300,android,其他,NULL,
三星,SGH-A517,android,其他,NULL,
三星,SGH-A800,android,其他,NULL,
三星,SGH-A837,android,其他,NULL,
三星,SM-G5306W,android,Galaxy Grand Prime,NULL,
三星,SM-G7200,android,Galaxy Grand Max,NULL,
三星,SM-S9060,android,Galaxy S22 Ultra,6075,
华为,ALP-L29,android,Mate 10,NULL,
华为,FRL-AN00a,NULL,NULL,NULL,
华为,HUAWEI T8833,android,其他,NULL,
华为,JKM-AL00b,android,Y9,NULL,
华为,LYA-L09,android,Mate20,NULL,
华为,MT1-U06,android,其他,NULL,
华为,OptiXstar B866-S1-4E1P3W1,NULL,NULL,NULL,
华为,PRA-LX2,android,Huawei P9 Lite 2017 ,NULL,
华为,VIE-L09,android,P9 Plus,NULL,
欧珀,PBEM00,android,R17,NULL,
欧珀,PBFM00,android,A7,NULL,
欧珀,R2017,android,其他,NULL,
步步高,V2219A,android,其他,1724,
步步高,vivo X20,android,x20,NULL,
步步高,vivo X20Plus A,android,X20 plus,NULL,
步步高,vivo X21,android,X21,NULL,
步步高,vivo X3t,android,X3,NULL,
步步高,vivo X5M,android,X5,NULL,
步步高,vivo X6A,android,X6,NULL,
步步高,vivo Y75,android,Y75,NULL,
苹果,A2403,ios,iPhone 12,4733,
苹果,Ipad Mini 2(A1491),NULL,NULL,NULL,
荣耀,AUM-AL00,android,荣耀畅玩7A,NULL,
荣耀,CDY-TN90,android,荣耀30S,2482,
荣耀,CHM-UL00,android,荣耀畅玩4C,NULL,
三星,A88,android,其他,NULL,
三星,B7330,android,其他,NULL,
三星,GT-N8000,android,Galaxy Note 10.1,NULL,
三星,GT-P3108,android,Galaxy Tab 2 7.0,NULL,
三星,S5200,android,其他,NULL,
三星,S5296,android,其他,NULL,
三星,SCH-I779,android,其他,NULL,
三星,SGH-X480C,android,其他,NULL,
三星,SM-A315N,android,Galaxy A3,NULL,
三星,SM-G7106,android,Galaxy Grand 2,NULL,
三星,SM-G9980,android,其他,10149,
三星,SM-P605,android,Galaxy Note 10.1,NULL,
华为,B316-855,android,其他,NULL,
华为,CLT-AL01,android,P20 Pro,NULL,
华为,ELS-TN10,android,P40 Pro,6621,
华为,HUAWEI C199s,android,麦芒3s,NULL,
华为,HUAWEI G616-L076,android,G620,NULL,
华为,OCE-AN00,android,其他,5249,
华为,VTR-L29,android,P10?,NULL,
小米科技,2014501,android,红米1S,600,
小米科技,2015213,android,小米NOTE 2,NULL,
小米科技,HMNote8ProM1906G7E,android,iPhone 6S ,1869,
小米科技,M1804C3DG,android,红米6,764,
欧珀,OPPO R817T,android,R819T,NULL,
欧珀,OPPO R821T,android,R823T,NULL,
步步高,V1936A,android,其他,NULL,
步步高,V1945A,android,其他,NULL,
步步高,V1990A,android,其他,NULL,
步步高,V2164PA,android,iQOO U5,1599,
步步高,V2312BA,ANDROID,其他,1332,
步步高,V2339FA,NULL,NULL,NULL,
苹果,A2008,ios,iPad Pro 11,NULL,
苹果,iPhone 13 Pro (A2483),ios,iPhone 13 Pro Max,8743,
苹果,iPhone 6S Plus A1687,ios,iPhone 5S,NULL,
荣耀,BND-AL10,android,荣耀畅玩7X,NULL,
realme,RMX3475,android,OPPO  Realme Q5,1999,
三星,GT-E1228,android,其他,NULL,
三星,GT-E2222,android,其他,NULL,
三星,GT-E2330,android,其他,NULL,
三星,SM-A3460,,NULL,NULL,
三星,SM-G1650,android,Galaxy Folder2,NULL,
三星,SM-J600G/DS,android,Galaxy J6,NULL,
华为,HUAWEI G610-C00,android,G610,NULL,
华为,LDN-AL00,android,畅享8,NULL,
华为,NEO-L29,android,Mate RS,NULL,
欧珀,OPPO R7sf,NULL,NULL,NULL,
欧珀,PBBM00,android,A5,NULL,
欧珀,PBBT30,android,A5,NULL,
欧珀,PBCM00,android,R15X,NULL,
欧珀,PJW110,NULL,NULL,NULL,
步步高,BBK K13,NULL,NULL,NULL,
步步高,BBK K27,NULL,NULL,NULL,
步步高,BBK vivo S7,android,S7,2948,
步步高,V1938T,android,X30 Pro,NULL,
步步高,V2054A,android,iQOO Neo5,1632,
步步高,i270B,android,步步高i270B,NULL,
步步高,v309d,NULL,NULL,NULL,
苹果,IPhone,NULL,NULL,NULL,
荣耀,CLK-AN00,android,Honor Play 50 Plus荣耀,NULL,
荣耀,TNA-TN00,android,华为麦芒9,3849,
三星,318,android,其他,NULL,
三星,GT-I8190T,android,Galaxy S3 Mini,NULL,
三星,GT-S5560C,android,其他,NULL,
三星,S3600i,NULL,NULL,NULL,
三星,S8000C,NULL,NULL,NULL,
三星,SCH-N719,android,Galaxy Mega 5.8,1600,
三星,SM-F9000,android,Galaxy Fold,NULL,
三星,SM-G6200,android,Galaxy Grand 2,NULL,
